"","x","Resistance"
"125",0.525210084033613,289.337158
"126",0.529411764705882,289.624786
"127",0.533613445378151,289.337158
"128",0.53781512605042,288.761932
"129",0.542016806722689,288.474335
"130",0.546218487394958,288.761932
"131",0.550420168067227,288.761932
"132",0.554621848739496,287.899109
"133",0.558823529411765,288.474335
"134",0.563025210084034,288.186707
"135",0.567226890756303,287.323883
"136",0.571428571428571,287.611481
"137",0.57563025210084,287.323883
"138",0.579831932773109,287.036285
"139",0.584033613445378,286.46106
"140",0.588235294117647,286.748657
"141",0.592436974789916,286.46106
"142",0.596638655462185,285.885834
"143",0.600840336134454,285.885834
"144",0.605042016806723,285.885834
"145",0.609243697478992,285.598206
"146",0.613445378151261,285.189636
"147",0.617647058823529,285.189636
"148",0.621848739495798,284.615234
"149",0.626050420168067,284.040833
"150",0.630252100840336,284.040833
"151",0.634453781512605,283.753632
"152",0.638655462184874,282.892029
"153",0.642857142857143,283.17923
"154",0.647058823529412,283.466431
"155",0.651260504201681,282.892029
"156",0.65546218487395,283.17923
"157",0.659663865546218,282.892029
"158",0.663865546218487,282.317627
"159",0.668067226890756,282.317627
"160",0.672268907563025,282.604828
"161",0.676470588235294,282.030426
"162",0.680672268907563,281.168823
"163",0.684873949579832,281.456024
"164",0.689075630252101,281.456024
"165",0.69327731092437,280.881622
"166",0.697478991596639,280.881622
"167",0.701680672268908,280.881622
"168",0.705882352941177,280.30722
"169",0.710084033613445,280.02002
"170",0.714285714285714,280.30722
"171",0.718487394957983,280.02002
"172",0.722689075630252,279.158447
"173",0.726890756302521,279.732819
"174",0.73109243697479,279.732819
"175",0.735294117647059,279.158447
"176",0.739495798319328,279.445618
"177",0.743697478991597,279.445618
"178",0.747899159663866,278.871246
"179",0.752100840336134,278.871246
"180",0.756302521008403,278.871246
"181",0.760504201680672,278.584045
"182",0.764705882352941,277.722443
"183",0.76890756302521,278.296844
"184",0.773109243697479,278.296844
"185",0.777310924369748,277.435242
"186",0.781512605042017,278.009644
"187",0.785714285714286,278.009644
"188",0.789915966386555,277.148041
"189",0.794117647058823,276.86084
"190",0.798319327731092,277.148041
"191",0.802521008403361,277.148041
"192",0.80672268907563,276.86084
"193",0.810924369747899,277.148041
"194",0.815126050420168,276.86084
"195",0.819327731092437,275.999237
"196",0.823529411764706,276.286438
"197",0.827731092436975,276.286438
"198",0.831932773109244,275.712036
"199",0.836134453781513,275.137634
"200",0.840336134453782,275.712036
"201",0.84453781512605,275.999237
"202",0.848739495798319,275.137634
"203",0.852941176470588,275.712036
"204",0.857142857142857,275.424835
"205",0.861344537815126,275.137634
"206",0.865546218487395,275.424835
"207",0.869747899159664,275.424835
"208",0.873949579831933,274.850433
"209",0.878151260504202,274.563232
"210",0.882352941176471,274.850433
"211",0.886554621848739,274.850433
"212",0.890756302521008,274.276031
"213",0.894957983193277,274.850433
"214",0.899159663865546,275.137634
"215",0.903361344537815,274.563232
"216",0.907563025210084,274.850433
"217",0.911764705882353,275.137634
"218",0.915966386554622,274.276031
"219",0.920168067226891,273.988831
"220",0.92436974789916,274.276031
"221",0.928571428571429,274.276031
"222",0.932773109243697,273.414429
"223",0.936974789915966,274.276031
"224",0.941176470588235,274.276031
"225",0.945378151260504,273.70163
"226",0.949579831932773,273.70163
"227",0.953781512605042,273.70163
"228",0.957983193277311,273.127228
"229",0.96218487394958,273.127228
"230",0.966386554621849,273.414429
"231",0.970588235294118,273.414429
"232",0.974789915966387,272.840027
"233",0.978991596638655,273.414429
"234",0.983193277310924,273.414429
"235",0.987394957983193,273.127228
"236",0.991596638655462,273.414429
"237",0.995798319327731,273.127228
"238",1,272.552826
