"","x","Resistance"
"1",0.00420168067226891,298.261322
"2",0.00840336134453781,294.677551
"3",0.0126050420168067,291.732941
"4",0.0168067226890756,289.844299
"5",0.0210084033613445,287.381073
"6",0.0252100840336134,285.233856
"7",0.0294117647058824,284.399841
"8",0.0336134453781513,283.398499
"9",0.0378151260504202,281.696838
"10",0.0420168067226891,281.753235
"11",0.046218487394958,281.635834
"12",0.0504201680672269,280.937744
"13",0.0546218487394958,280.821869
"14",0.0588235294117647,281.285706
"15",0.0630252100840336,280.301849
"16",0.0672268907563025,280.476257
"17",0.0714285714285714,281.22702
"18",0.0756302521008403,281.515442
"19",0.0798319327731092,281.399567
"20",0.0840336134453782,281.975616
"21",0.0882352941176471,282.551666
"22",0.092436974789916,282.551666
"23",0.0966386554621849,283.415741
"24",0.100840336134454,284.279816
"25",0.105042016806723,284.567841
"26",0.109243697478992,284.567841
"27",0.113445378151261,285.71994
"28",0.117647058823529,286.29599
"29",0.121848739495798,286.29599
"30",0.126050420168067,287.736115
"31",0.130252100840336,288.312164
"32",0.134453781512605,288.024139
"33",0.138655462184874,288.186707
"34",0.142857142857143,289.049561
"35",0.147058823529412,289.049561
"36",0.151260504201681,289.337158
"37",0.15546218487395,289.912384
"38",0.159663865546218,290.200012
"39",0.163865546218487,290.200012
"40",0.168067226890756,291.350433
"41",0.172268907563025,291.508026
"42",0.176470588235294,290.933624
"43",0.180672268907563,291.091583
"44",0.184873949579832,291.951965
"45",0.189075630252101,291.378387
"46",0.19327731092437,291.951965
"47",0.197478991596639,292.525543
"48",0.201680672268908,292.525543
"49",0.205882352941176,292.812317
"50",0.210084033613445,293.672699
"51",0.214285714285714,293.672699
"52",0.218487394957983,293.099121
"53",0.222689075630252,293.672699
"54",0.226890756302521,294.246277
"55",0.23109243697479,293.672699
"56",0.235294117647059,293.385925
"57",0.239495798319328,294.246277
"58",0.243697478991597,294.246277
"59",0.247899159663866,293.253754
"60",0.252100840336134,293.826538
"61",0.256302521008403,293.826538
"62",0.260504201680672,293.253754
"63",0.264705882352941,293.826538
"64",0.26890756302521,294.399292
"65",0.273109243697479,293.540161
"66",0.277310924369748,293.540161
"67",0.281512605042017,294.112915
"68",0.285714285714286,293.540161
"69",0.289915966386555,292.836029
"70",0.294117647058824,293.407959
"71",0.298319327731092,293.407959
"72",0.302521008403361,292.836029
"73",0.30672268907563,293.407959
"74",0.310924369747899,293.407959
"75",0.315126050420168,292.836029
"76",0.319327731092437,292.419464
"77",0.323529411764706,292.705048
"78",0.327731092436975,291.848358
"79",0.331932773109244,291.562775
"80",0.336134453781513,292.133911
"81",0.340336134453782,292.133911
"82",0.34453781512605,291.562775
"83",0.348739495798319,292.133911
"84",0.352941176470588,292.419464
"85",0.357142857142857,291.978119
"86",0.361344537815126,291.978119
"87",0.365546218487395,292.681
"88",0.369747899159664,292.108246
"89",0.373949579831933,291.821869
"90",0.378151260504202,292.108246
"91",0.382352941176471,292.108246
"92",0.38655462184874,291.535492
"93",0.390756302521008,291.821869
"94",0.394957983193277,292.238739
"95",0.399159663865546,292.082428
"96",0.403361344537815,291.795227
"97",0.407563025210084,291.795227
"98",0.411764705882353,291.508026
"99",0.415966386554622,290.933624
"100",0.420168067226891,290.933624
"101",0.42436974789916,290.359222
"102",0.428571428571429,289.784821
"103",0.432773109243697,290.359222
"104",0.436974789915966,290.933624
"105",0.441176470588235,290.359222
"106",0.445378151260504,290.359222
"107",0.449579831932773,290.646423
"108",0.453781512605042,290.646423
"109",0.457983193277311,290.359222
"110",0.46218487394958,290.646423
"111",0.466386554621849,290.775208
"112",0.470588235294118,290.48761
"113",0.474789915966387,291.062836
"114",0.478991596638655,291.062836
"115",0.483193277310924,290.48761
"116",0.487394957983193,290.775208
"117",0.491596638655462,291.062836
"118",0.495798319327731,290.775208
"119",0.5,290.775208
"120",0.504201680672269,290.775208
"121",0.508403361344538,290.200012
"122",0.512605042016807,289.624786
"123",0.516806722689076,289.912384
"124",0.521008403361345,290.200012
